state,district,date,forecast_next_month,forecast_level,recommended_action
Nagaland,Phek,2025-10-31,498.5,Low Demand,No action required
Nagaland,Phek,2025-11-30,341.0,Low Demand,No action required
Nagaland,Phek,2025-12-31,52.666666666666664,Low Demand,No action required
Nagaland,Shamator,2025-09-30,90.0,Low Demand,No action required
Nagaland,Shamator,2025-10-31,61.5,Low Demand,No action required
Nagaland,Shamator,2025-11-30,44.0,Low Demand,No action required
Nagaland,Tseminyu,2025-09-30,9.0,Low Demand,No action required
Nagaland,Tseminyu,2025-11-30,8.5,Low Demand,No action required
Nagaland,Tseminyu,2025-12-31,7.666666666666667,Low Demand,No action required
Nagaland,Tuensang,2025-03-31,1261.0,Medium Demand,Extend working hours
Nagaland,Tuensang,2025-09-30,1055.0,Medium Demand,Extend working hours
Nagaland,Tuensang,2025-10-31,718.6666666666666,Medium Demand,Extend working hours
Nagaland,Tuensang,2025-11-30,384.6666666666667,Low Demand,No action required
Nagaland,Tuensang,2025-12-31,145.66666666666666,Low Demand,No action required
Nagaland,Wokha,2025-03-31,1938.0,Medium Demand,Extend working hours
Nagaland,Wokha,2025-09-30,1244.5,Medium Demand,Extend working hours
Nagaland,Wokha,2025-10-31,834.6666666666666,Medium Demand,Extend working hours
Nagaland,Wokha,2025-11-30,201.33333333333334,Low Demand,No action required
Nagaland,Wokha,2025-12-31,24.0,Low Demand,No action required
Nagaland,Zunheboto,2025-03-31,2218.0,High Demand,Deploy mobile Aadhaar van / add staff
Nagaland,Zunheboto,2025-09-30,1516.5,Medium Demand,Extend working hours
Nagaland,Zunheboto,2025-10-31,1032.0,Medium Demand,Extend working hours
Nagaland,Zunheboto,2025-11-30,321.6666666666667,Low Demand,No action required
Nagaland,Zunheboto,2025-12-31,95.33333333333333,Low Demand,No action required
ODISHA,NUAPADA,2025-09-30,13.0,Low Demand,No action required
ODISHA,NUAPADA,2025-10-31,7.0,Low Demand,No action required
ODISHA,NUAPADA,2025-11-30,6.0,Low Demand,No action required
ODISHA,NUAPADA,2025-12-31,2.3333333333333335,Low Demand,No action required
Odisha,ANGUL,2025-09-30,2.0,Low Demand,No action required
Odisha,ANGUL,2025-10-31,1.5,Low Demand,No action required
Odisha,ANUGUL,2025-09-30,30.0,Low Demand,No action required
Odisha,ANUGUL,2025-10-31,15.5,Low Demand,No action required
Odisha,ANUGUL,2025-11-30,12.333333333333334,Low Demand,No action required
Odisha,ANUGUL,2025-12-31,7.666666666666667,Low Demand,No action required
Odisha,Angul,2025-03-31,11923.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Angul,2025-09-30,10368.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Angul,2025-10-31,7195.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Angul,2025-11-30,3515.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Angul,2025-12-31,1077.3333333333333,Medium Demand,Extend working hours
Odisha,Anugul,2025-09-30,503.0,Medium Demand,Extend working hours
Odisha,Anugul,2025-10-31,269.5,Low Demand,No action required
Odisha,Anugul,2025-11-30,205.66666666666666,Low Demand,No action required
Odisha,Anugul,2025-12-31,66.0,Low Demand,No action required
Odisha,Balangir,2025-03-31,15107.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Balangir,2025-07-31,14269.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Balangir,2025-09-30,12833.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Balangir,2025-10-31,8129.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Balangir,2025-11-30,4027.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Balangir,2025-12-31,1137.0,Medium Demand,Extend working hours
Odisha,Baleshwar,2025-03-31,3136.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleshwar,2025-09-30,3366.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleshwar,2025-10-31,2399.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleshwar,2025-11-30,1548.0,Medium Demand,Extend working hours
Odisha,Baleshwar,2025-12-31,533.6666666666666,Medium Demand,Extend working hours
Odisha,Baleswar,2025-03-31,19710.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleswar,2025-09-30,15649.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleswar,2025-10-31,10821.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleswar,2025-11-30,4676.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Baleswar,2025-12-31,1326.6666666666667,Medium Demand,Extend working hours
Odisha,Balianta,2025-12-31,1.0,Low Demand,No action required
Odisha,Bargarh,2025-03-31,13641.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bargarh,2025-09-30,11759.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bargarh,2025-10-31,8236.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bargarh,2025-11-30,4183.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bargarh,2025-12-31,1410.3333333333333,Medium Demand,Extend working hours
Odisha,Baudh,2025-09-30,549.0,Medium Demand,Extend working hours
Odisha,Baudh,2025-10-31,307.5,Low Demand,No action required
Odisha,Baudh,2025-11-30,229.66666666666666,Low Demand,No action required
Odisha,Baudh,2025-12-31,77.33333333333333,Low Demand,No action required
Odisha,Bhadrak,2025-03-31,17232.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bhadrak,2025-09-30,14660.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bhadrak,2025-10-31,10039.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bhadrak,2025-11-30,4829.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Bhadrak,2025-12-31,1280.3333333333333,Medium Demand,Extend working hours
Odisha,Boudh,2025-03-31,3502.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Boudh,2025-09-30,3348.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Boudh,2025-10-31,2380.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Boudh,2025-11-30,1299.0,Medium Demand,Extend working hours
Odisha,Boudh,2025-12-31,354.3333333333333,Low Demand,No action required
Odisha,Cuttack,2025-03-31,21987.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Cuttack,2025-09-30,18189.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Cuttack,2025-10-31,12499.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Cuttack,2025-11-30,5598.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Cuttack,2025-12-31,1478.6666666666667,Medium Demand,Extend working hours
Odisha,Debagarh,2025-03-31,3196.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Debagarh,2025-09-30,2547.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Debagarh,2025-10-31,1798.3333333333333,Medium Demand,Extend working hours
Odisha,Debagarh,2025-11-30,751.0,Medium Demand,Extend working hours
Odisha,Debagarh,2025-12-31,224.33333333333334,Low Demand,No action required
Odisha,Dhenkanal,2025-03-31,15762.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Dhenkanal,2025-09-30,12284.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Dhenkanal,2025-10-31,8388.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Dhenkanal,2025-11-30,3468.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Dhenkanal,2025-12-31,887.0,Medium Demand,Extend working hours
Odisha,Gajapati,2025-03-31,10567.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Gajapati,2025-09-30,8374.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Gajapati,2025-10-31,5781.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Gajapati,2025-11-30,2506.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Gajapati,2025-12-31,668.0,Medium Demand,Extend working hours
Odisha,Ganjam,2025-03-31,36069.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Ganjam,2025-09-30,26789.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Ganjam,2025-10-31,18645.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Ganjam,2025-11-30,7569.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Ganjam,2025-12-31,3005.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,JAJPUR,2025-03-31,9031.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,JAJPUR,2025-09-30,6952.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,JAJPUR,2025-10-31,4771.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,JAJPUR,2025-11-30,1914.6666666666667,Medium Demand,Extend working hours
Odisha,JAJPUR,2025-12-31,504.3333333333333,Medium Demand,Extend working hours
Odisha,Jagatsinghapur,2025-03-31,9292.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jagatsinghapur,2025-09-30,6987.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jagatsinghapur,2025-10-31,4757.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jagatsinghapur,2025-11-30,1798.0,Medium Demand,Extend working hours
Odisha,Jagatsinghapur,2025-12-31,437.3333333333333,Low Demand,No action required
Odisha,Jagatsinghpur,2025-09-30,2228.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jagatsinghpur,2025-10-31,1196.5,Medium Demand,Extend working hours
Odisha,Jagatsinghpur,2025-11-30,869.6666666666666,Medium Demand,Extend working hours
Odisha,Jagatsinghpur,2025-12-31,223.0,Low Demand,No action required
Odisha,Jajapur,2025-03-31,11035.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jajapur,2025-09-30,8762.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jajapur,2025-10-31,6028.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jajapur,2025-11-30,2635.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jajapur,2025-12-31,808.0,Medium Demand,Extend working hours
Odisha,Jajpur,2025-09-30,51.0,Low Demand,No action required
Odisha,Jajpur,2025-10-31,30.0,Low Demand,No action required
Odisha,Jajpur,2025-11-30,30.333333333333332,Low Demand,No action required
Odisha,Jajpur,2025-12-31,22.333333333333332,Low Demand,No action required
Odisha,Jharsuguda,2025-03-31,6939.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jharsuguda,2025-09-30,5077.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jharsuguda,2025-10-31,3517.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Jharsuguda,2025-11-30,1387.6666666666667,Medium Demand,Extend working hours
Odisha,Jharsuguda,2025-12-31,532.0,Medium Demand,Extend working hours
Odisha,Kalahandi,2025-03-31,22168.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kalahandi,2025-09-30,17679.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kalahandi,2025-10-31,12235.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kalahandi,2025-11-30,5333.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kalahandi,2025-12-31,1338.6666666666667,Medium Demand,Extend working hours
Odisha,Kandhamal,2025-03-31,12441.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kandhamal,2025-07-31,11032.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kandhamal,2025-09-30,9799.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kandhamal,2025-10-31,5881.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kandhamal,2025-11-30,2959.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kandhamal,2025-12-31,833.0,Medium Demand,Extend working hours
Odisha,Kendrapara,2025-03-31,15890.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendrapara,2025-09-30,12679.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendrapara,2025-10-31,8710.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendrapara,2025-11-30,3725.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendrapara,2025-12-31,1081.0,Medium Demand,Extend working hours
Odisha,Kendujhar,2025-03-31,24949.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendujhar,2025-09-30,18309.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendujhar,2025-10-31,12594.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendujhar,2025-11-30,4754.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Kendujhar,2025-12-31,1636.0,Medium Demand,Extend working hours
Odisha,Khorda,2025-03-31,16200.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Khorda,2025-09-30,12713.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Khorda,2025-10-31,8733.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Khorda,2025-11-30,3721.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Khorda,2025-12-31,1137.6666666666667,Medium Demand,Extend working hours
Odisha,Khordha,2025-09-30,1902.0,Medium Demand,Extend working hours
Odisha,Khordha,2025-10-31,1029.0,Medium Demand,Extend working hours
Odisha,Khordha,2025-11-30,767.0,Medium Demand,Extend working hours
Odisha,Khordha,2025-12-31,242.33333333333334,Low Demand,No action required
Odisha,Koraput,2025-03-31,23802.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Koraput,2025-09-30,19677.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Koraput,2025-10-31,13381.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Koraput,2025-11-30,5767.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Koraput,2025-12-31,1124.0,Medium Demand,Extend working hours
Odisha,Malkangiri,2025-03-31,12336.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Malkangiri,2025-07-31,10121.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Malkangiri,2025-09-30,8537.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Malkangiri,2025-10-31,4579.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Malkangiri,2025-11-30,2106.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Malkangiri,2025-12-31,426.0,Low Demand,No action required
Odisha,Mayurbhanj,2025-03-31,32192.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Mayurbhanj,2025-09-30,24358.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Mayurbhanj,2025-10-31,16835.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Mayurbhanj,2025-11-30,6891.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Mayurbhanj,2025-12-31,2337.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,NUAPADA,2025-09-30,96.0,Low Demand,No action required
Odisha,NUAPADA,2025-10-31,52.0,Low Demand,No action required
Odisha,NUAPADA,2025-11-30,44.0,Low Demand,No action required
Odisha,NUAPADA,2025-12-31,14.666666666666666,Low Demand,No action required
Odisha,Nabarangapur,2025-03-31,20191.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nabarangapur,2025-09-30,16098.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nabarangapur,2025-10-31,11003.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nabarangapur,2025-11-30,4649.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nabarangapur,2025-12-31,1075.6666666666667,Medium Demand,Extend working hours
Odisha,Nayagarh,2025-03-31,11872.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nayagarh,2025-09-30,9830.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nayagarh,2025-10-31,6774.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nayagarh,2025-11-30,3070.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nayagarh,2025-12-31,759.6666666666666,Medium Demand,Extend working hours
Odisha,Nuapada,2025-03-31,7821.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nuapada,2025-09-30,7534.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nuapada,2025-10-31,5196.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nuapada,2025-11-30,2745.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Nuapada,2025-12-31,564.6666666666666,Medium Demand,Extend working hours
Odisha,Puri,2025-03-31,12886.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Puri,2025-09-30,10532.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Puri,2025-10-31,7311.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Puri,2025-11-30,3347.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Puri,2025-12-31,1096.3333333333333,Medium Demand,Extend working hours
Odisha,Rayagada,2025-03-31,12352.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Rayagada,2025-09-30,9678.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Rayagada,2025-10-31,6741.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Rayagada,2025-11-30,2891.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Rayagada,2025-12-31,951.0,Medium Demand,Extend working hours
Odisha,Sambalpur,2025-03-31,11354.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sambalpur,2025-09-30,8858.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sambalpur,2025-10-31,6113.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sambalpur,2025-11-30,2640.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sambalpur,2025-12-31,939.6666666666666,Medium Demand,Extend working hours
Odisha,Sonapur,2025-03-31,5475.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sonapur,2025-09-30,4418.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sonapur,2025-10-31,3048.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sonapur,2025-11-30,1303.3333333333333,Medium Demand,Extend working hours
Odisha,Sonapur,2025-12-31,396.3333333333333,Low Demand,No action required
Odisha,Subarnapur,2025-03-31,1631.0,Medium Demand,Extend working hours
Odisha,Subarnapur,2025-09-30,1277.0,Medium Demand,Extend working hours
Odisha,Subarnapur,2025-10-31,892.6666666666666,Medium Demand,Extend working hours
Odisha,Subarnapur,2025-11-30,399.3333333333333,Low Demand,No action required
Odisha,Subarnapur,2025-12-31,137.33333333333334,Low Demand,No action required
Odisha,Sundargarh,2025-03-31,2283.0,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sundargarh,2025-09-30,2195.5,High Demand,Deploy mobile Aadhaar van / add staff
Odisha,Sundargarh,2025-10-31,1528.0,Medium Demand,Extend working hours
Odisha,Sundargarh,2025-11-30,855.6666666666666,Medium Demand,Extend working hours
